; CSV, generated by atk_libsigrok4 1.0.0 on 2026-05-29 18:46:10
'2026-05-29 18:45:23.593059000,5.497059000,1,0
'2026-05-29 18:45:23.593067600,5.497067600,1,1
'2026-05-29 18:45:23.593085000,5.497085000,1,0
'2026-05-29 18:45:23.593119600,5.497119600,1,1
'2026-05-29 18:45:23.593128400,5.497128400,1,0
'2026-05-29 18:45:23.593145800,5.497145800,1,1
'2026-05-29 18:45:23.593154400,5.497154400,1,0
'2026-05-29 18:45:23.593206600,5.497206600,1,1
'2026-05-29 18:45:23.593215200,5.497215200,1,0
'2026-05-29 18:45:23.593293400,5.497293400,1,1
'2026-05-29 18:45:23.593302200,5.497302200,1,0
'2026-05-29 18:45:23.593310800,5.497310800,1,1
'2026-05-29 18:45:23.593337000,5.497337000,1,0
'2026-05-29 18:45:23.593380400,5.497380400,1,1
'2026-05-29 18:45:23.593389000,5.497389000,1,0
'2026-05-29 18:45:23.593415000,5.497415000,1,1
'2026-05-29 18:45:23.593449800,5.497449800,1,0
'2026-05-29 18:45:23.593467200,5.497467200,1,1
'2026-05-29 18:45:23.593476000,5.497476000,1,0
'2026-05-29 18:45:23.593554000,5.497554000,1,1
'2026-05-29 18:45:23.593562800,5.497562800,1,0
'2026-05-29 18:45:23.593641000,5.497641000,1,1
'2026-05-29 18:45:23.593649600,5.497649600,1,0
'2026-05-29 18:45:23.593658400,5.497658400,1,1
'2026-05-29 18:45:23.593675800,5.497675800,1,0
'2026-05-29 18:45:23.593727800,5.497727800,1,1
'2026-05-29 18:45:23.593736600,5.497736600,1,0
'2026-05-29 18:45:23.593814800,5.497814800,1,1
'2026-05-29 18:45:23.593823400,5.497823400,1,0
'2026-05-29 18:45:23.593901600,5.497901600,1,1
'2026-05-29 18:45:23.593910200,5.497910200,1,0
'2026-05-29 18:45:23.593988400,5.497988400,1,1
'2026-05-29 18:45:23.593997200,5.497997200,1,0
'2026-05-29 18:45:23.594014600,5.498014600,1,1
'2026-05-29 18:45:23.594058000,5.498058000,1,0
'2026-05-29 18:45:23.594066600,5.498066600,1,1
'2026-05-29 18:45:23.594084000,5.498084000,1,0
'2026-05-29 18:45:23.594092600,5.498092600,1,1
'2026-05-29 18:45:23.594118800,5.498118800,1,0
'2026-05-29 18:45:23.594127400,5.498127400,1,1
'2026-05-29 18:45:23.594136200,5.498136200,1,0
'2026-05-29 18:45:23.594162200,5.498162200,1,1
'2026-05-29 18:45:23.594171000,5.498171000,1,0
'2026-05-29 18:45:23.594249000,5.498249000,1,1
'2026-05-29 18:45:23.594257800,5.498257800,1,0
'2026-05-29 18:45:23.594336000,5.498336000,1,1
'2026-05-29 18:45:23.594344600,5.498344600,1,0
'2026-05-29 18:45:23.594353400,5.498353400,1,1
'2026-05-29 18:45:23.594362000,5.498362000,1,0
'2026-05-29 18:45:23.594370600,5.498370600,1,1
'2026-05-29 18:45:23.594388000,5.498388000,1,0
'2026-05-29 18:45:23.594396800,5.498396800,1,1
'2026-05-29 18:45:23.594405400,5.498405400,1,0
'2026-05-29 18:45:23.594422800,5.498422800,1,1
'2026-05-29 18:45:23.594431600,5.498431600,1,0
'2026-05-29 18:45:23.594440200,5.498440200,1,1
'2026-05-29 18:45:23.594448800,5.498448800,1,0
'2026-05-29 18:45:23.594457600,5.498457600,1,1
'2026-05-29 18:45:23.594475000,5.498475000,1,0
'2026-05-29 18:45:23.594509600,5.498509600,1,1
'2026-05-29 18:45:23.594518400,5.498518400,1,0
'2026-05-29 18:45:23.594596600,5.498596600,1,1
'2026-05-29 18:45:23.594605200,5.498605200,1,0
'2026-05-29 18:45:23.594683400,5.498683400,1,1
'2026-05-29 18:45:23.594692200,5.498692200,1,0
'2026-05-29 18:45:23.594744200,5.498744200,1,1
'2026-05-29 18:45:23.594779000,5.498779000,1,0
'2026-05-29 18:45:23.594857200,5.498857200,1,1
'2026-05-29 18:45:23.594865800,5.498865800,1,0
'2026-05-29 18:45:23.594892000,5.498892000,1,1
'2026-05-29 18:45:23.594900600,5.498900600,1,0
'2026-05-29 18:45:23.594944000,5.498944000,1,1
'2026-05-29 18:45:23.594952800,5.498952800,1,0
'2026-05-29 18:45:23.594961400,5.498961400,1,1
'2026-05-29 18:45:23.594987600,5.498987600,1,0
'2026-05-29 18:45:23.594996200,5.498996200,1,1
'2026-05-29 18:45:23.595013600,5.499013600,1,0
'2026-05-29 18:45:23.595031000,5.499031000,1,1
'2026-05-29 18:45:23.595039600,5.499039600,1,0
'2026-05-29 18:45:23.595117800,5.499117800,1,1
'2026-05-29 18:45:23.595126400,5.499126400,1,0
'2026-05-29 18:45:23.595204600,5.499204600,1,1
'2026-05-29 18:45:23.595213400,5.499213400,1,0
'2026-05-29 18:45:23.595291600,5.499291600,1,1
'2026-05-29 18:45:23.595300200,5.499300200,1,0
'2026-05-29 18:45:23.595378400,5.499378400,1,1
'2026-05-29 18:45:23.595387200,5.499387200,1,0
'2026-05-29 18:45:23.595395800,5.499395800,1,1
'2026-05-29 18:45:23.595413200,5.499413200,1,0
'2026-05-29 18:45:23.595465200,5.499465200,1,1
'2026-05-29 18:45:23.595474000,5.499474000,1,0
'2026-05-29 18:45:23.595543400,5.499543400,1,1
'2026-05-29 18:45:23.595560800,5.499560800,1,0
'2026-05-29 18:45:23.595639000,5.499639000,1,1
'2026-05-29 18:45:23.595647800,5.499647800,1,0
'2026-05-29 18:45:23.595725800,5.499725800,1,1
'2026-05-29 18:45:23.595734600,5.499734600,1,0
'2026-05-29 18:45:23.595743200,5.499743200,1,1
'2026-05-29 18:45:23.595760600,5.499760600,1,0
'2026-05-29 18:45:23.595778000,5.499778000,1,1
'2026-05-29 18:45:23.595786800,5.499786800,1,0
'2026-05-29 18:45:23.595812800,5.499812800,1,1
'2026-05-29 18:45:23.595821400,5.499821400,1,0
'2026-05-29 18:45:23.595830200,5.499830200,1,1
'2026-05-29 18:45:23.595838800,5.499838800,1,0
'2026-05-29 18:45:23.595899600,5.499899600,1,1
'2026-05-29 18:45:23.595908400,5.499908400,1,0
'2026-05-29 18:45:23.595934400,5.499934400,1,1
'2026-05-29 18:45:23.595943000,5.499943000,1,0
'2026-05-29 18:45:23.595960400,5.499960400,1,1
'2026-05-29 18:45:23.595977800,5.499977800,1,0
'2026-05-29 18:45:23.595986600,5.499986600,1,1
'2026-05-29 18:45:23.595995200,5.499995200,1,0
'2026-05-29 18:45:23.596073400,5.500073400,1,1
'2026-05-29 18:45:23.596082000,5.500082000,1,0
'2026-05-29 18:45:23.596160200,5.500160200,1,1
'2026-05-29 18:45:23.596169000,5.500169000,1,0
'2026-05-29 18:45:23.596203800,5.500203800,1,1
'2026-05-29 18:45:23.596221000,5.500221000,1,0
'2026-05-29 18:45:23.596229800,5.500229800,1,1
'2026-05-29 18:45:23.596238400,5.500238400,1,0
'2026-05-29 18:45:23.596247200,5.500247200,1,1
'2026-05-29 18:45:23.596255800,5.500255800,1,0
'2026-05-29 18:45:23.596273200,5.500273200,1,1
'2026-05-29 18:45:23.596281800,5.500281800,1,0
'2026-05-29 18:45:23.596325400,5.500325400,1,1
'2026-05-29 18:45:23.596342800,5.500342800,1,0
'2026-05-29 18:45:23.596377400,5.500377400,1,1
'2026-05-29 18:45:23.596394800,5.500394800,1,0
'2026-05-29 18:45:23.596403600,5.500403600,1,1
'2026-05-29 18:45:23.596412200,5.500412200,1,0
'2026-05-29 18:45:23.596420800,5.500420800,1,1
'2026-05-29 18:45:23.596429600,5.500429600,1,0
'2026-05-29 18:45:23.596447000,5.500447000,1,1
'2026-05-29 18:45:23.596455600,5.500455600,1,0
'2026-05-29 18:45:23.596507800,5.500507800,1,1
'2026-05-29 18:45:23.596516400,5.500516400,1,0
'2026-05-29 18:45:23.596594600,5.500594600,1,1
'2026-05-29 18:45:23.596603400,5.500603400,1,0
'2026-05-29 18:45:23.596681400,5.500681400,1,1
'2026-05-29 18:45:23.596690200,5.500690200,1,0
'2026-05-29 18:45:23.596698800,5.500698800,1,1
'2026-05-29 18:45:23.596759800,5.500759800,1,0
'2026-05-29 18:45:23.596768400,5.500768400,1,1
'2026-05-29 18:45:23.596777000,5.500777000,1,0
'2026-05-29 18:45:23.596785800,5.500785800,1,1
'2026-05-29 18:45:23.596794400,5.500794400,1,0
'2026-05-29 18:45:23.596846600,5.500846600,1,1
'2026-05-29 18:45:23.596864000,5.500864000,1,0
'2026-05-29 18:45:23.596872600,5.500872600,1,1
'2026-05-29 18:45:23.596881400,5.500881400,1,0
'2026-05-29 18:45:23.596898600,5.500898600,1,1
'2026-05-29 18:45:23.596907400,5.500907400,1,0
'2026-05-29 18:45:23.596916000,5.500916000,1,1
'2026-05-29 18:45:23.596924800,5.500924800,1,0
'2026-05-29 18:45:23.596942200,5.500942200,1,1
'2026-05-29 18:45:23.596950800,5.500950800,1,0
'2026-05-29 18:45:23.596959600,5.500959600,1,1
'2026-05-29 18:45:23.596976800,5.500976800,1,0
'2026-05-29 18:45:23.597029000,5.501029000,1,1
'2026-05-29 18:45:23.597037600,5.501037600,1,0
'2026-05-29 18:45:23.597046400,5.501046400,1,1
'2026-05-29 18:45:23.597055000,5.501055000,1,0
'2026-05-29 18:45:23.597063800,5.501063800,1,1
'2026-05-29 18:45:23.597072400,5.501072400,1,0
'2026-05-29 18:45:23.597107200,5.501107200,1,1
'2026-05-29 18:45:23.597124600,5.501124600,1,0
'2026-05-29 18:45:23.597133200,5.501133200,1,1
'2026-05-29 18:45:23.597159400,5.501159400,1,0
'2026-05-29 18:45:23.597202800,5.501202800,1,1
'2026-05-29 18:45:24.594827600,6.498827600,1,0
'2026-05-29 18:45:24.594836200,6.498836200,1,1
'2026-05-29 18:45:24.594845000,6.498845000,1,0
'2026-05-29 18:45:24.594853600,6.498853600,1,1
'2026-05-29 18:45:24.594862200,6.498862200,1,0
'2026-05-29 18:45:24.594871000,6.498871000,1,1
'2026-05-29 18:45:24.594879600,6.498879600,1,0
'2026-05-29 18:45:24.594888400,6.498888400,1,1
'2026-05-29 18:45:24.594897000,6.498897000,1,0
'2026-05-29 18:45:24.594905800,6.498905800,1,1
'2026-05-29 18:45:24.594914400,6.498914400,1,0
'2026-05-29 18:45:24.594923000,6.498923000,1,1
'2026-05-29 18:45:24.594931800,6.498931800,1,0
'2026-05-29 18:45:24.594949200,6.498949200,1,1
'2026-05-29 18:45:24.594975200,6.498975200,1,0
'2026-05-29 18:45:24.594992600,6.498992600,1,1
'2026-05-29 18:45:24.595001200,6.499001200,1,0
'2026-05-29 18:45:24.595027400,6.499027400,1,1
'2026-05-29 18:45:24.595036000,6.499036000,1,0
'2026-05-29 18:45:24.595079400,6.499079400,1,1
'2026-05-29 18:45:24.595088200,6.499088200,1,0
'2026-05-29 18:45:24.595096800,6.499096800,1,1
'2026-05-29 18:45:24.595105600,6.499105600,1,0
'2026-05-29 18:45:24.595114200,6.499114200,1,1
'2026-05-29 18:45:24.595122800,6.499122800,1,0
'2026-05-29 18:45:24.595140200,6.499140200,1,1
'2026-05-29 18:45:24.595149000,6.499149000,1,0
'2026-05-29 18:45:24.595166400,6.499166400,1,1
'2026-05-29 18:45:24.595175000,6.499175000,1,0
'2026-05-29 18:45:24.595183600,6.499183600,1,1
'2026-05-29 18:45:24.595201000,6.499201000,1,0
'2026-05-29 18:45:24.595209800,6.499209800,1,1
'2026-05-29 18:45:24.595218400,6.499218400,1,0
'2026-05-29 18:45:24.595253200,6.499253200,1,1
'2026-05-29 18:45:24.595261800,6.499261800,1,0
'2026-05-29 18:45:24.595279200,6.499279200,1,1
'2026-05-29 18:45:24.595288000,6.499288000,1,0
'2026-05-29 18:45:24.595340000,6.499340000,1,1
'2026-05-29 18:45:24.595348800,6.499348800,1,0
'2026-05-29 18:45:24.595418200,6.499418200,1,1
'2026-05-29 18:45:24.595435600,6.499435600,1,0
'2026-05-29 18:45:24.595444200,6.499444200,1,1
'2026-05-29 18:45:24.595496400,6.499496400,1,0
'2026-05-29 18:45:24.595513800,6.499513800,1,1
'2026-05-29 18:45:24.595522400,6.499522400,1,0
'2026-05-29 18:45:24.595600600,6.499600600,1,1
'2026-05-29 18:45:24.595609400,6.499609400,1,0
'2026-05-29 18:45:24.595618000,6.499618000,1,1
'2026-05-29 18:45:24.595626800,6.499626800,1,0
'2026-05-29 18:45:24.595635400,6.499635400,1,1
'2026-05-29 18:45:24.595652800,6.499652800,1,0
'2026-05-29 18:45:24.595687600,6.499687600,1,1
'2026-05-29 18:45:24.595696200,6.499696200,1,0
'2026-05-29 18:45:24.595713600,6.499713600,1,1
'2026-05-29 18:45:24.595722200,6.499722200,1,0
'2026-05-29 18:45:24.595774400,6.499774400,1,1
'2026-05-29 18:45:24.595783000,6.499783000,1,0
'2026-05-29 18:45:24.595861200,6.499861200,1,1
'2026-05-29 18:45:24.595870000,6.499870000,1,0
'2026-05-29 18:45:24.595878600,6.499878600,1,1
'2026-05-29 18:45:24.595887400,6.499887400,1,0
'2026-05-29 18:45:24.595904600,6.499904600,1,1
'2026-05-29 18:45:24.595913400,6.499913400,1,0
'2026-05-29 18:45:24.595948200,6.499948200,1,1
'2026-05-29 18:45:24.595956800,6.499956800,1,0
'2026-05-29 18:45:24.595982800,6.499982800,1,1
'2026-05-29 18:45:24.596017600,6.500017600,1,0
'2026-05-29 18:45:24.596035000,6.500035000,1,1
'2026-05-29 18:45:24.596043600,6.500043600,1,0
'2026-05-29 18:45:24.596121800,6.500121800,1,1
'2026-05-29 18:45:24.596130600,6.500130600,1,0
'2026-05-29 18:45:24.596208800,6.500208800,1,1
'2026-05-29 18:45:24.596217400,6.500217400,1,0
'2026-05-29 18:45:24.596226000,6.500226000,1,1
'2026-05-29 18:45:24.596243400,6.500243400,1,0
'2026-05-29 18:45:24.596295600,6.500295600,1,1
'2026-05-29 18:45:24.596304200,6.500304200,1,0
'2026-05-29 18:45:24.596382400,6.500382400,1,1
'2026-05-29 18:45:24.596391200,6.500391200,1,0
'2026-05-29 18:45:24.596469400,6.500469400,1,1
'2026-05-29 18:45:24.596478000,6.500478000,1,0
'2026-05-29 18:45:24.596556200,6.500556200,1,1
'2026-05-29 18:45:24.596564800,6.500564800,1,0
'2026-05-29 18:45:24.596582200,6.500582200,1,1
'2026-05-29 18:45:24.596625600,6.500625600,1,0
'2026-05-29 18:45:24.596634400,6.500634400,1,1
'2026-05-29 18:45:24.596651800,6.500651800,1,0
'2026-05-29 18:45:24.596660400,6.500660400,1,1
'2026-05-29 18:45:24.596686400,6.500686400,1,0
'2026-05-29 18:45:24.596695200,6.500695200,1,1
'2026-05-29 18:45:24.596703800,6.500703800,1,0
'2026-05-29 18:45:24.596729800,6.500729800,1,1
'2026-05-29 18:45:24.596738600,6.500738600,1,0
'2026-05-29 18:45:24.596816800,6.500816800,1,1
'2026-05-29 18:45:24.596825400,6.500825400,1,0
'2026-05-29 18:45:24.596903600,6.500903600,1,1
'2026-05-29 18:45:24.596912400,6.500912400,1,0
'2026-05-29 18:45:24.596921000,6.500921000,1,1
'2026-05-29 18:45:24.596929600,6.500929600,1,0
'2026-05-29 18:45:24.596938400,6.500938400,1,1
'2026-05-29 18:45:24.596955800,6.500955800,1,0
'2026-05-29 18:45:24.596964400,6.500964400,1,1
'2026-05-29 18:45:24.596973200,6.500973200,1,0
'2026-05-29 18:45:24.596990400,6.500990400,1,1
'2026-05-29 18:45:24.596999200,6.500999200,1,0
'2026-05-29 18:45:24.597007800,6.501007800,1,1
'2026-05-29 18:45:24.597016600,6.501016600,1,0
'2026-05-29 18:45:24.597025200,6.501025200,1,1
'2026-05-29 18:45:24.597042600,6.501042600,1,0
'2026-05-29 18:45:24.597077400,6.501077400,1,1
'2026-05-29 18:45:24.597086000,6.501086000,1,0
'2026-05-29 18:45:24.597164200,6.501164200,1,1
'2026-05-29 18:45:24.597172800,6.501172800,1,0
'2026-05-29 18:45:24.597251000,6.501251000,1,1
'2026-05-29 18:45:24.597259800,6.501259800,1,0
'2026-05-29 18:45:24.597311800,6.501311800,1,1
'2026-05-29 18:45:24.597346600,6.501346600,1,0
'2026-05-29 18:45:24.597424800,6.501424800,1,1
'2026-05-29 18:45:24.597433400,6.501433400,1,0
'2026-05-29 18:45:24.597459600,6.501459600,1,1
'2026-05-29 18:45:24.597468200,6.501468200,1,0
'2026-05-29 18:45:24.597511600,6.501511600,1,1
'2026-05-29 18:45:24.597520400,6.501520400,1,0
'2026-05-29 18:45:24.597529000,6.501529000,1,1
'2026-05-29 18:45:24.597555000,6.501555000,1,0
'2026-05-29 18:45:24.597563800,6.501563800,1,1
'2026-05-29 18:45:24.597581200,6.501581200,1,0
'2026-05-29 18:45:24.597598400,6.501598400,1,1
'2026-05-29 18:45:24.597607200,6.501607200,1,0
'2026-05-29 18:45:24.597685400,6.501685400,1,1
'2026-05-29 18:45:24.597694000,6.501694000,1,0
'2026-05-29 18:45:24.597772200,6.501772200,1,1
'2026-05-29 18:45:24.597780800,6.501780800,1,0
'2026-05-29 18:45:24.597859000,6.501859000,1,1
'2026-05-29 18:45:24.597867800,6.501867800,1,0
'2026-05-29 18:45:24.597945800,6.501945800,1,1
'2026-05-29 18:45:24.597954600,6.501954600,1,0
'2026-05-29 18:45:24.597963200,6.501963200,1,1
'2026-05-29 18:45:24.597980600,6.501980600,1,0
'2026-05-29 18:45:24.598032800,6.502032800,1,1
'2026-05-29 18:45:24.598041400,6.502041400,1,0
'2026-05-29 18:45:24.598111000,6.502111000,1,1
'2026-05-29 18:45:24.598128200,6.502128200,1,0
'2026-05-29 18:45:24.598206400,6.502206400,1,1
'2026-05-29 18:45:24.598215200,6.502215200,1,0
'2026-05-29 18:45:24.598293400,6.502293400,1,1
'2026-05-29 18:45:24.598302000,6.502302000,1,0
'2026-05-29 18:45:24.598310600,6.502310600,1,1
'2026-05-29 18:45:24.598328000,6.502328000,1,0
'2026-05-29 18:45:24.598345400,6.502345400,1,1
'2026-05-29 18:45:24.598354200,6.502354200,1,0
'2026-05-29 18:45:24.598380200,6.502380200,1,1
'2026-05-29 18:45:24.598388800,6.502388800,1,0
'2026-05-29 18:45:24.598397600,6.502397600,1,1
'2026-05-29 18:45:24.598406200,6.502406200,1,0
'2026-05-29 18:45:24.598467000,6.502467000,1,1
'2026-05-29 18:45:24.598475800,6.502475800,1,0
'2026-05-29 18:45:24.598501800,6.502501800,1,1
'2026-05-29 18:45:24.598510400,6.502510400,1,0
'2026-05-29 18:45:24.598527800,6.502527800,1,1
'2026-05-29 18:45:24.598545200,6.502545200,1,0
'2026-05-29 18:45:24.598553800,6.502553800,1,1
'2026-05-29 18:45:24.598562600,6.502562600,1,0
'2026-05-29 18:45:24.598640800,6.502640800,1,1
'2026-05-29 18:45:24.598649400,6.502649400,1,0
'2026-05-29 18:45:24.598727600,6.502727600,1,1
'2026-05-29 18:45:24.598736200,6.502736200,1,0
'2026-05-29 18:45:24.598771000,6.502771000,1,1
'2026-05-29 18:45:24.598788400,6.502788400,1,0
'2026-05-29 18:45:24.598797000,6.502797000,1,1
'2026-05-29 18:45:24.598805800,6.502805800,1,0
'2026-05-29 18:45:24.598814400,6.502814400,1,1
'2026-05-29 18:45:24.598823200,6.502823200,1,0
'2026-05-29 18:45:24.598840600,6.502840600,1,1
'2026-05-29 18:45:24.598849200,6.502849200,1,0
'2026-05-29 18:45:24.598892600,6.502892600,1,1
'2026-05-29 18:45:24.598910000,6.502910000,1,0
'2026-05-29 18:45:24.598944800,6.502944800,1,1
'2026-05-29 18:45:24.598962200,6.502962200,1,0
'2026-05-29 18:45:24.598970800,6.502970800,1,1
'2026-05-29 18:45:24.598979600,6.502979600,1,0
'2026-05-29 18:45:24.598988200,6.502988200,1,1
'2026-05-29 18:45:24.598997000,6.502997000,1,0
'2026-05-29 18:45:24.599014200,6.503014200,1,1
'2026-05-29 18:45:24.599023000,6.503023000,1,0
'2026-05-29 18:45:24.599075000,6.503075000,1,1
'2026-05-29 18:45:24.599083800,6.503083800,1,0
'2026-05-29 18:45:24.599162000,6.503162000,1,1
'2026-05-29 18:45:24.599170600,6.503170600,1,0
'2026-05-29 18:45:24.599248800,6.503248800,1,1
'2026-05-29 18:45:24.599257400,6.503257400,1,0
'2026-05-29 18:45:24.599266200,6.503266200,1,1
'2026-05-29 18:45:24.599327000,6.503327000,1,0
'2026-05-29 18:45:24.599335600,6.503335600,1,1
'2026-05-29 18:45:24.599344400,6.503344400,1,0
'2026-05-29 18:45:24.599353000,6.503353000,1,1
'2026-05-29 18:45:24.599361800,6.503361800,1,0
'2026-05-29 18:45:24.599413800,6.503413800,1,1
'2026-05-29 18:45:24.599431200,6.503431200,1,0
'2026-05-29 18:45:24.599439800,6.503439800,1,1
'2026-05-29 18:45:24.599448600,6.503448600,1,0
'2026-05-29 18:45:24.599466000,6.503466000,1,1
'2026-05-29 18:45:24.599474600,6.503474600,1,0
'2026-05-29 18:45:24.599483400,6.503483400,1,1
'2026-05-29 18:45:24.599492000,6.503492000,1,0
'2026-05-29 18:45:24.599509400,6.503509400,1,1
'2026-05-29 18:45:24.599518000,6.503518000,1,0
'2026-05-29 18:45:24.599526800,6.503526800,1,1
'2026-05-29 18:45:24.599544200,6.503544200,1,0
'2026-05-29 18:45:24.599596200,6.503596200,1,1
'2026-05-29 18:45:24.599605000,6.503605000,1,0
'2026-05-29 18:45:24.599613600,6.503613600,1,1
'2026-05-29 18:45:24.599657000,6.503657000,1,0
'2026-05-29 18:45:24.599683200,6.503683200,1,1
'2026-05-29 18:45:24.599691800,6.503691800,1,0
'2026-05-29 18:45:24.599700400,6.503700400,1,1
'2026-05-29 18:45:24.599709200,6.503709200,1,0
'2026-05-29 18:45:24.599726600,6.503726600,1,1
'2026-05-29 18:45:24.599735200,6.503735200,1,0
'2026-05-29 18:45:24.599770000,6.503770000,1,1
'2026-05-29 18:45:24.826337400,6.730337400,1,0
